medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
NovoMix 50 FlexPen,EU/1/00/142/014,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 50 FlexPen,EU/1/00/142/015,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 50 FlexPen,EU/1/00/142/016,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 Penfill,EU/1/00/142/017,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 Penfill,EU/1/00/142/018,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 Penfill,EU/1/00/142/019,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 FlexPen,EU/1/00/142/020,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 FlexPen,EU/1/00/142/021,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 70 FlexPen,EU/1/00/142/022,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 30 FlexPen,EU/1/00/142/023,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 30 FlexPen,EU/1/00/142/024,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
NovoMix 30 FlexPen,EU/1/00/142/025,Suspensija injekcijām,Insulinum aspartum,Jā,Jā,S4,,,,,,
Liprolog,EU/1/01/195/001,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog,EU/1/01/195/002,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix25,EU/1/01/195/003,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix50,EU/1/01/195/004,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog,EU/1/01/195/008,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog,EU/1/01/195/009,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog,EU/1/01/195/010,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix25,EU/1/01/195/011,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix50,EU/1/01/195/012,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/016,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/017,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix25 KwikPen,EU/1/01/195/018,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix25 KwikPen,EU/1/01/195/019,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix50 KwikPen,EU/1/01/195/020,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Mix50 KwikPen,EU/1/01/195/021,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Basal,EU/1/01/195/022,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Basal,EU/1/01/195/023,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Basal KwikPen,EU/1/01/195/026,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog Basal KwikPen,EU/1/01/195/027,Suspensija injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/028,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/029,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/030,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Liprolog KwikPen,EU/1/01/195/031,Šķīdums injekcijām,Insulinum lisprum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/001,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/002,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/003,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/004,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 Penfill,EU/1/02/229/011,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 Penfill,EU/1/02/229/012,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 Penfill,EU/1/02/229/013,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 40 Penfill,EU/1/02/229/014,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 40 Penfill,EU/1/02/229/015,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 40 Penfill,EU/1/02/229/016,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 50 Penfill,EU/1/02/229/017,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 50 Penfill,EU/1/02/229/018,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 50 Penfill,EU/1/02/229/019,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 InnoLet,EU/1/02/229/030,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 InnoLet,EU/1/02/229/031,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 InnoLet,EU/1/02/229/032,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 FlexPen,EU/1/02/229/033,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 FlexPen,EU/1/02/229/034,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30 FlexPen,EU/1/02/229/035,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/036,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actraphane 30,EU/1/02/229/037,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/001,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/002,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/003,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/004,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid Penfill,EU/1/02/230/005,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid Penfill,EU/1/02/230/006,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid Penfill,EU/1/02/230/007,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid InnoLet,EU/1/02/230/011,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid InnoLet,EU/1/02/230/012,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid FlexPen,EU/1/02/230/013,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid FlexPen,EU/1/02/230/014,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid FlexPen,EU/1/02/230/015,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/016,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Actrapid,EU/1/02/230/017,Šķīdums injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/001,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/002,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/003,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/004,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 Penfill,EU/1/02/231/011,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 Penfill,EU/1/02/231/012,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 Penfill,EU/1/02/231/013,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 40 Penfill,EU/1/02/231/014,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 40 Penfill,EU/1/02/231/015,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 40 Penfill,EU/1/02/231/016,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 50 Penfill,EU/1/02/231/017,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 50 Penfill,EU/1/02/231/018,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 50 Penfill,EU/1/02/231/019,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 InnoLet,EU/1/02/231/030,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 InnoLet,EU/1/02/231/031,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 InnoLet,EU/1/02/231/032,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 FlexPen,EU/1/02/231/033,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 FlexPen,EU/1/02/231/034,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30 FlexPen,EU/1/02/231/035,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/036,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Mixtard 30,EU/1/02/231/037,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/001,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/002,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/003,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/004,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard Penfill,EU/1/02/233/005,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard Penfill,EU/1/02/233/006,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard Penfill,EU/1/02/233/007,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard NovoLet,EU/1/02/233/008,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard NovoLet,EU/1/02/233/009,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard InnoLet,EU/1/02/233/010,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard InnoLet,EU/1/02/233/011,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard InnoLet,EU/1/02/233/012,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard FlexPen,EU/1/02/233/013,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard FlexPen,EU/1/02/233/014,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard FlexPen,EU/1/02/233/015,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/016,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Insulatard,EU/1/02/233/017,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/001,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/002,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/003,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/004,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane Penfill,EU/1/02/234/005,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane Penfill,EU/1/02/234/006,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane Penfill,EU/1/02/234/007,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane InnoLet,EU/1/02/234/010,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane InnoLet,EU/1/02/234/011,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane InnoLet,EU/1/02/234/012,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane FlexPen,EU/1/02/234/013,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane FlexPen,EU/1/02/234/014,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane FlexPen,EU/1/02/234/015,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/016,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Protaphane,EU/1/02/234/017,Suspensija injekcijām,Insulinum humanum,Jā,Jā,S4,,,,,,
Faslodex,EU/1/03/269/001,Šķīdums injekcijām,Fulvestrantum,Jā,Jā,S4,,,,,,
Faslodex,EU/1/03/269/002,Šķīdums injekcijām,Fulvestrantum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/001,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/002,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/003,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/004,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/005,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/006,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/007,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/008,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/009,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/010,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/011,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/012,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/013,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/014,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/015,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Levemir,EU/1/04/278/016,Šķīdums injekcijām,Insulinum detemirum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/001,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/002,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/003,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/004,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/005,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/006,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/007,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/008,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/009,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/010,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/011,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/012,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/013,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/014,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/015,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/016,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/017,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/018,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/019,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/020,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/021,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/022,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/023,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/024,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/025,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/026,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/027,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra,EU/1/04/285/028,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/029,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/030,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/031,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/032,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/033,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/034,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/035,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Apidra SoloStar,EU/1/04/285/036,Šķīdums injekcijām,Insulinum glulisinum,Jā,Jā,S4,,,,,,
Conbriza,EU/1/09/511/001,Apvalkotās tabletes,Bazedoxifenum,Jā,Jā,S4,,,,,,
Conbriza,EU/1/09/511/002,Apvalkotās tabletes,Bazedoxifenum,Jā,Jā,S4,,,,,,
Conbriza,EU/1/09/511/003,Apvalkotās tabletes,Bazedoxifenum,Jā,Jā,S4,,,,,,
Conbriza,EU/1/09/511/004,Apvalkotās tabletes,Bazedoxifenum,Jā,Jā,S4,,,,,,
Conbriza,EU/1/09/511/005,Apvalkotās tabletes,Bazedoxifenum,Jā,Jā,S4,,,,,,
Raloxifene Teva,EU/1/10/627/001,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Raloxifene Teva,EU/1/10/627/002,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Raloxifene Teva,EU/1/10/627/003,Apvalkotās tabletes,Raloxifenum,Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/001,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/002,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/003,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/004,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/005,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/007,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Ryzodeg,EU/1/12/806/008,Šķīdums injekcijām,"Insulinum degludecum, Insulinum aspartum",Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/001,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/002,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/003,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/004,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/005,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/006,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/007,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/008,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/009,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/010,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/012,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/013,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/015,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Tresiba,EU/1/12/807/016,Šķīdums injekcijām,Insulinum degludecum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/001,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/002,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/003,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/004,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/005,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/006,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/007,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/008,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/009,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/010,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/011,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/012,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Abasaglar,EU/1/14/944/013,Šķīdums injekcijām,Insulinum glarginum,Jā,Jā,S4,,,,,,
Xultophy,EU/1/14/947/001,Šķīdums injekcijām pildspalvveida pilnšļircē,"Insulinum degludecum, Liraglutidum",Jā,Jā,S4,,,,,,
Xultophy,EU/1/14/947/002,Šķīdums injekcijām pildspalvveida pilnšļircē,"Insulinum degludecum, Liraglutidum",Jā,Jā,S4,,,,,,
Xultophy,EU/1/14/947/002-P01,Šķīdums injekcijām pildspalvveida pilnšļircē,"Insulinum degludecum, Liraglutidum",Jā,Jā,S4,,,,,,
Xultophy,EU/1/14/947/003,Šķīdums injekcijām pildspalvveida pilnšļircē,"Insulinum degludecum, Liraglutidum",Jā,Jā,S4,,,,,,
Xultophy,EU/1/14/947/004,Šķīdums injekcijām pildspalvveida pilnšļircē,"Insulinum degludecum, Liraglutidum",Jā,Jā,S4,,,,,,
Duavive,EU/1/14/960/001,Ilgstošās darbības tabletes,"Estrogeni coniuncti, Bazedoxifenum",Jā,Jā,S4,,,,,,
Senshio,EU/1/14/978/001,Apvalkotās tabletes,Ospemifenum,Jā,Jā,S4,,,,,,
Senshio,EU/1/14/978/002,Apvalkotās tabletes,Ospemifenum,Jā,Jā,S4,,,,,,
Senshio,EU/1/14/978/003,Apvalkotās tabletes,Ospemifenum,Jā,Jā,S4,,,,,,
Suliqua,EU/1/16/1157/001,Šķīdums injekcijām,"Insulinum glarginum, Lixisenatidum",Jā,Jā,S4,,,,,,
Suliqua,EU/1/16/1157/002,Šķīdums injekcijām,"Insulinum glarginum, Lixisenatidum",Jā,Jā,S4,,,,,,
Suliqua,EU/1/16/1157/003,Šķīdums injekcijām,"Insulinum glarginum, Lixisenatidum",Jā,Jā,S4,,,,,,
Suliqua,EU/1/16/1157/004,Šķīdums injekcijām,"Insulinum glarginum, Lixisenatidum",Jā,Jā,S4,,,,,,
Suliqua,EU/1/16/1157/005,Šķīdums injekcijām,"Insulinum glarginum, Lixisenatidum",Jā,Jā,S4,,,,,,
